video_id,product_id,platform,title,video_url,publish_date,duration_seconds,views,likes,comments,shares,creator_followers,content_format,hook_type,demo_present,comparison_present,cta_present,main_feature,description,transcript,hashtags,creator_name,language
V002566,P0514,Instagram,Synthetic Product Video 514-1,https://example.com/videos/v002566,2032-01-10,234,213929,148141,5978,1791,66657,demo,result_first,True,,False,ease of use,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 14,unknown
V002567,P0514,Other,Synthetic Product Video 514-2,https://example.com/videos/v002567,2032-01-11,227,378241,,,,284281,review,result_first,False,True,False,speed,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 14,unknown
V002568,P0514,Facebook,Synthetic Product Video 514-3,https://example.com/videos/v002568,2032-01-12,131,794110,627770,24625,1455,,tutorial,problem_solution,,True,,portability,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 14,unknown
V002569,P0514,YouTube,Synthetic Product Video 514-4,https://example.com/videos/v002569,2032-01-13,185,710438,441257,24444,31015,443270,review,problem_solution,True,False,True,durability,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 14,en
V002570,P0514,YouTube,Synthetic Product Video 514-5,https://example.com/videos/v002570,2032-01-14,35,378389,135874,16948,24629,337320,comparison,general_introduction,,,,design,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 14,en
V002571,P0515,Instagram,Synthetic Product Video 515-1,https://example.com/videos/v002571,2032-01-15,16,631861,428526,29727,32808,453144,testimonial,discount_offer,True,False,,design,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 15,en
V002572,P0515,Other,Synthetic Product Video 515-2,https://example.com/videos/v002572,2032-01-16,204,155200,,,,293304,demo,general_introduction,False,True,False,customer support,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,comparison | tools | discount,Creator 15,unknown
V002573,P0515,YouTube,Synthetic Product Video 515-3,https://example.com/videos/v002573,2032-01-17,27,31787,14648,483,1950,,listicle,result_first,False,False,True,ease of use,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 15,unknown
V002574,P0515,Instagram,Synthetic Product Video 515-4,https://example.com/videos/v002574,2032-01-18,123,616672,142980,2368,57486,138563,testimonial,question,True,True,,portability,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 15,en
V002575,P0515,Other,Synthetic Product Video 515-5,https://example.com/videos/v002575,2032-01-19,230,670123,161814,17486,31277,61847,review,question,,,False,durability,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 15,unknown
V002576,P0516,Facebook,Synthetic Product Video 516-1,https://example.com/videos/v002576,2032-01-20,118,497205,494140,8114,1896,407049,listicle,question,False,True,False,durability,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 16,en
V002577,P0516,Other,Synthetic Product Video 516-2,https://example.com/videos/v002577,2032-01-21,65,301768,,,,262959,unboxing,question,False,True,,price,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,#career #automation #template,Creator 16,en
V002578,P0516,Facebook,Synthetic Product Video 516-3,https://example.com/videos/v002578,2032-01-22,61,277306,167644,2960,16242,,testimonial,problem_solution,,,,price,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 16,unknown
V002579,P0516,Facebook,Synthetic Product Video 516-4,https://example.com/videos/v002579,2032-01-23,151,639241,262917,18715,15767,253793,review,general_introduction,,,True,durability,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 16,unknown
V002580,P0516,YouTube,Synthetic Product Video 516-5,https://example.com/videos/v002580,2032-01-24,59,371927,364393,11416,9812,384627,testimonial,problem_solution,True,False,False,ease of use,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 16,en
V002581,P0517,TikTok,Synthetic Product Video 517-1,https://example.com/videos/v002581,2032-01-25,96,786919,154487,35719,2195,336696,tutorial,general_introduction,,True,,customer support,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 17,en
V002582,P0517,YouTube,Synthetic Product Video 517-2,https://example.com/videos/v002582,2032-01-26,132,977262,,,,32569,tutorial,result_first,,True,False,automation,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 17,unknown
V002583,P0517,TikTok,Synthetic Product Video 517-3,https://example.com/videos/v002583,2032-01-27,137,24821,13575,1187,2172,,listicle,problem_solution,,False,False,speed,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 17,unknown
V002584,P0517,YouTube,Synthetic Product Video 517-4,https://example.com/videos/v002584,2032-01-28,75,991205,359611,39846,28649,286120,lifestyle,problem_solution,False,True,,design,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 17,en
V002585,P0517,YouTube,Synthetic Product Video 517-5,https://example.com/videos/v002585,2032-01-29,114,295818,285739,1477,1785,4356,tutorial,question,True,False,True,portability,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 17,unknown
V002586,P0518,Instagram,Synthetic Product Video 518-1,https://example.com/videos/v002586,2032-01-30,203,615486,467701,27885,34058,331592,comparison,problem_solution,True,False,,customer support,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 18,unknown
V002587,P0518,TikTok,Synthetic Product Video 518-2,https://example.com/videos/v002587,2032-01-31,48,26959,,,,177144,review,discount_offer,True,True,,portability,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 18,en
V002588,P0518,TikTok,Synthetic Product Video 518-3,https://example.com/videos/v002588,2032-02-01,225,456810,137173,3652,28771,,review,discount_offer,,False,False,portability,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 18,unknown
V002589,P0518,Instagram,Synthetic Product Video 518-4,https://example.com/videos/v002589,2032-02-02,183,301930,93464,2677,6605,423977,listicle,general_introduction,True,False,True,speed,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 18,en
V002590,P0518,YouTube,Synthetic Product Video 518-5,https://example.com/videos/v002590,2032-02-03,142,475537,138068,7852,19679,191386,lifestyle,surprising_fact,True,,True,customer support,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 18,en
V002591,P0519,YouTube,Synthetic Product Video 519-1,https://example.com/videos/v002591,2032-02-04,199,288445,113542,5706,24956,421314,tutorial,question,,False,False,price,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 19,unknown
V002592,P0519,Instagram,Synthetic Product Video 519-2,https://example.com/videos/v002592,2032-02-05,60,709809,,,,107944,listicle,question,,True,,automation,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 19,en
V002593,P0519,Instagram,Synthetic Product Video 519-3,https://example.com/videos/v002593,2032-02-06,20,66271,39453,2541,3539,,demo,surprising_fact,True,False,False,automation,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 19,en
V002594,P0519,Other,Synthetic Product Video 519-4,https://example.com/videos/v002594,2032-02-07,184,349192,265211,16683,17700,326292,lifestyle,discount_offer,False,True,False,durability,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 19,unknown
V002595,P0519,YouTube,Synthetic Product Video 519-5,https://example.com/videos/v002595,2032-02-08,83,838269,222758,13790,74765,56205,review,problem_solution,,False,,durability,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 19,en
V002596,P0520,Other,Synthetic Product Video 520-1,https://example.com/videos/v002596,2032-02-09,14,200287,164824,1694,9134,273343,comparison,problem_solution,False,,,ease of use,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 20,en
V002597,P0520,Facebook,Synthetic Product Video 520-2,https://example.com/videos/v002597,2032-02-10,200,507427,,,,110132,tutorial,discount_offer,True,False,True,ease of use,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 20,unknown
V002598,P0520,Facebook,Synthetic Product Video 520-3,https://example.com/videos/v002598,2032-02-11,192,198567,113436,4989,287,,review,discount_offer,,False,True,speed,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 20,en
V002599,P0520,Other,Synthetic Product Video 520-4,https://example.com/videos/v002599,2032-02-12,95,445008,379001,3715,23504,429116,demo,question,,False,,design,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 20,unknown
V002600,P0520,YouTube,Synthetic Product Video 520-5,https://example.com/videos/v002600,2032-02-13,52,716073,672225,16640,14533,188645,unboxing,general_introduction,False,True,,automation,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 20,en
V002601,P0521,Other,Synthetic Product Video 521-1,https://example.com/videos/v002601,2032-02-14,6,675701,294522,14662,23994,45021,demo,general_introduction,False,,False,design,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 21,unknown
V002602,P0521,Other,Synthetic Product Video 521-2,https://example.com/videos/v002602,2032-02-15,92,590233,,,,487075,review,general_introduction,,False,False,speed,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 21,en
V002603,P0521,TikTok,Synthetic Product Video 521-3,https://example.com/videos/v002603,2032-02-16,80,767121,54949,4773,10305,,lifestyle,problem_solution,False,False,,price,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 21,en
V002604,P0521,Facebook,Synthetic Product Video 521-4,https://example.com/videos/v002604,2032-02-17,38,757053,268379,23813,41425,245683,tutorial,result_first,,True,False,speed,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 21,en
V002605,P0521,Other,Synthetic Product Video 521-5,https://example.com/videos/v002605,2032-02-18,108,491233,264218,22959,17276,123857,demo,discount_offer,False,True,False,portability,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 21,en
V002606,P0522,TikTok,Synthetic Product Video 522-1,https://example.com/videos/v002606,2032-02-19,176,759261,218995,20693,15299,371159,tutorial,general_introduction,,,False,design,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 22,unknown
V002607,P0522,Instagram,Synthetic Product Video 522-2,https://example.com/videos/v002607,2032-02-20,96,949220,,,,494087,testimonial,discount_offer,False,,,speed,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 22,en
V002608,P0522,Instagram,Synthetic Product Video 522-3,https://example.com/videos/v002608,2032-02-21,147,109008,12826,1010,3876,,tutorial,question,False,False,,price,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 22,unknown
V002609,P0522,Facebook,Synthetic Product Video 522-4,https://example.com/videos/v002609,2032-02-22,87,945125,32864,40954,48843,492742,review,discount_offer,False,,True,customer support,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 22,en
V002610,P0522,Facebook,Synthetic Product Video 522-5,https://example.com/videos/v002610,2032-02-23,222,195697,164212,6456,14287,437247,review,discount_offer,,,,ease of use,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 22,en
V002611,P0523,Other,Synthetic Product Video 523-1,https://example.com/videos/v002611,2032-02-24,124,831639,348838,30261,7415,347401,demo,question,True,False,False,speed,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 23,unknown
V002612,P0523,Other,Synthetic Product Video 523-2,https://example.com/videos/v002612,2032-02-25,145,460222,,,,226422,review,discount_offer,False,True,,price,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 23,unknown
V002613,P0523,Instagram,Synthetic Product Video 523-3,https://example.com/videos/v002613,2032-02-26,240,391920,131802,4038,34701,,testimonial,result_first,True,,,price,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 23,en
V002614,P0523,TikTok,Synthetic Product Video 523-4,https://example.com/videos/v002614,2032-02-27,80,661088,81429,5615,3153,230128,unboxing,problem_solution,True,False,,speed,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 23,unknown
V002615,P0523,Other,Synthetic Product Video 523-5,https://example.com/videos/v002615,2032-02-28,19,9583,8384,354,883,333233,testimonial,general_introduction,True,True,,speed,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 23,en
V002616,P0524,TikTok,Synthetic Product Video 524-1,https://example.com/videos/v002616,2032-02-29,180,263792,255595,11333,2069,345561,demo,discount_offer,,,,portability,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,comparison | tools | discount,Creator 24,en
V002617,P0524,TikTok,Synthetic Product Video 524-2,https://example.com/videos/v002617,2032-03-01,92,227666,,,,298949,lifestyle,discount_offer,False,False,False,design,Step by step tutorial showing the setup and main benefits.,I got better results after using the template and export options.,#career #automation #template,Creator 24,en
V002618,P0524,Facebook,Synthetic Product Video 524-3,https://example.com/videos/v002618,2032-03-02,63,953964,637828,27832,73482,,review,problem_solution,,False,,design,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 24,en
V002619,P0524,Other,Synthetic Product Video 524-4,https://example.com/videos/v002619,2032-03-03,106,474850,144184,13189,15923,188808,review,question,False,True,,automation,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 24,en
V002620,P0524,YouTube,Synthetic Product Video 524-5,https://example.com/videos/v002620,2032-03-04,59,742708,545726,13384,39738,163303,unboxing,discount_offer,False,True,False,portability,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 24,en
V002621,P0525,Other,Synthetic Product Video 525-1,https://example.com/videos/v002621,2032-03-05,163,858712,398429,42572,8402,260250,listicle,question,,True,True,portability,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 25,unknown
V002622,P0525,Facebook,Synthetic Product Video 525-2,https://example.com/videos/v002622,2032-03-06,129,272166,,,,285244,tutorial,problem_solution,,True,,price,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 25,en
V002623,P0525,YouTube,Synthetic Product Video 525-3,https://example.com/videos/v002623,2032-03-07,179,461832,238979,8734,8383,,demo,problem_solution,False,False,True,durability,Top 5 tips and best tools for this category.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 25,en
V002624,P0525,TikTok,Synthetic Product Video 525-4,https://example.com/videos/v002624,2032-03-08,230,48785,28096,645,4511,211834,tutorial,discount_offer,False,True,True,design,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 25,unknown
V002625,P0525,Instagram,Synthetic Product Video 525-5,https://example.com/videos/v002625,2032-03-09,110,739655,660763,66,53935,141226,tutorial,surprising_fact,True,True,True,design,Top 5 tips and best tools for this category.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 25,en
V002626,P0526,YouTube,Synthetic Product Video 526-1,https://example.com/videos/v002626,2032-03-10,112,382835,323387,9026,18944,315745,tutorial,result_first,,True,False,ease of use,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 1,en
V002627,P0526,YouTube,Synthetic Product Video 526-2,https://example.com/videos/v002627,2032-03-11,174,875500,,,,10554,comparison,result_first,True,False,True,automation,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 1,en
V002628,P0526,Facebook,Synthetic Product Video 526-3,https://example.com/videos/v002628,2032-03-12,174,542708,138277,6028,5386,,comparison,problem_solution,False,False,,customer support,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 1,en
V002629,P0526,Other,Synthetic Product Video 526-4,https://example.com/videos/v002629,2032-03-13,181,782392,432319,5609,44068,236558,unboxing,discount_offer,False,True,False,price,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 1,en
V002630,P0526,Facebook,Synthetic Product Video 526-5,https://example.com/videos/v002630,2032-03-14,190,169587,117905,4042,12213,233183,tutorial,problem_solution,,False,,customer support,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 1,en
V002631,P0527,Instagram,Synthetic Product Video 527-1,https://example.com/videos/v002631,2032-03-15,20,454665,18952,21065,32889,195241,unboxing,general_introduction,False,True,,ease of use,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 2,unknown
V002632,P0527,Instagram,Synthetic Product Video 527-2,https://example.com/videos/v002632,2032-03-16,70,444156,,,,237840,demo,general_introduction,,,False,design,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 2,unknown
V002633,P0527,Instagram,Synthetic Product Video 527-3,https://example.com/videos/v002633,2032-03-17,45,968975,494548,9907,74830,,tutorial,surprising_fact,,True,False,durability,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 2,en
V002634,P0527,YouTube,Synthetic Product Video 527-4,https://example.com/videos/v002634,2032-03-18,106,844877,642570,41059,10235,479588,tutorial,question,,,,automation,Quick demo and real example with a current price reminder.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 2,en
V002635,P0527,Instagram,Synthetic Product Video 527-5,https://example.com/videos/v002635,2032-03-19,27,424426,141995,10879,6965,129900,unboxing,surprising_fact,True,False,True,design,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 2,unknown
V002636,P0528,Instagram,Synthetic Product Video 528-1,https://example.com/videos/v002636,2032-03-20,29,377561,351689,11750,34070,454864,comparison,general_introduction,True,,False,price,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 3,en
V002637,P0528,Instagram,Synthetic Product Video 528-2,https://example.com/videos/v002637,2032-03-21,210,743880,,,,266611,lifestyle,surprising_fact,,,,automation,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 3,en
V002638,P0528,YouTube,Synthetic Product Video 528-3,https://example.com/videos/v002638,2032-03-22,133,498704,328708,21889,7177,,unboxing,result_first,True,,False,speed,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 3,en
V002639,P0528,YouTube,Synthetic Product Video 528-4,https://example.com/videos/v002639,2032-03-23,89,690502,672682,14519,6650,465860,demo,problem_solution,False,False,False,price,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,comparison | tools | discount,Creator 3,en
V002640,P0528,Other,Synthetic Product Video 528-5,https://example.com/videos/v002640,2032-03-24,192,383376,162041,2648,7608,48766,tutorial,question,,True,False,price,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 3,unknown
V002641,P0529,YouTube,Synthetic Product Video 529-1,https://example.com/videos/v002641,2032-03-25,160,79509,66417,744,7046,427802,review,result_first,True,True,,portability,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 4,en
V002642,P0529,Facebook,Synthetic Product Video 529-2,https://example.com/videos/v002642,2032-03-26,188,379268,,,,173130,listicle,result_first,False,True,True,price,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 4,unknown
V002643,P0529,Other,Synthetic Product Video 529-3,https://example.com/videos/v002643,2032-03-27,47,180226,168651,5551,3843,,listicle,general_introduction,True,True,,customer support,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,"tutorial, setup, tips",Creator 4,en
V002644,P0529,Other,Synthetic Product Video 529-4,https://example.com/videos/v002644,2032-03-28,68,462713,86764,21654,14984,374706,demo,result_first,False,,True,ease of use,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,"tutorial, setup, tips",Creator 4,en
V002645,P0529,Facebook,Synthetic Product Video 529-5,https://example.com/videos/v002645,2032-03-29,212,918925,300831,34719,15769,418504,testimonial,discount_offer,False,False,False,speed,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 4,unknown
V002646,P0530,TikTok,Synthetic Product Video 530-1,https://example.com/videos/v002646,2032-03-30,167,664821,256226,29429,42924,494068,review,discount_offer,True,,False,customer support,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 5,en
V002647,P0530,YouTube,Synthetic Product Video 530-2,https://example.com/videos/v002647,2032-03-31,223,672387,,,,427423,testimonial,general_introduction,True,True,True,customer support,Quick demo and real example with a current price reminder.,I got better results after using the template and export options.,#demo #review #affiliate,Creator 5,en
V002648,P0530,Instagram,Synthetic Product Video 530-3,https://example.com/videos/v002648,2032-04-01,6,469682,468103,5384,40112,,testimonial,question,,False,,ease of use,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,comparison | tools | discount,Creator 5,unknown
V002649,P0530,TikTok,Synthetic Product Video 530-4,https://example.com/videos/v002649,2032-04-02,138,535825,192509,1630,50760,361710,unboxing,surprising_fact,,,,durability,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 5,unknown
V002650,P0530,Facebook,Synthetic Product Video 530-5,https://example.com/videos/v002650,2032-04-03,227,419435,298021,15481,20945,423971,unboxing,surprising_fact,True,,False,portability,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 5,en
V002651,P0531,Other,Synthetic Product Video 531-1,https://example.com/videos/v002651,2032-04-04,151,573648,525710,19371,3421,97785,review,question,False,False,,customer support,Honest review with pros and cons plus a link in bio.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 6,en
V002652,P0531,YouTube,Synthetic Product Video 531-2,https://example.com/videos/v002652,2032-04-05,237,857393,,,,314249,testimonial,discount_offer,True,True,True,speed,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,#career #automation #template,Creator 6,en
V002653,P0531,Instagram,Synthetic Product Video 531-3,https://example.com/videos/v002653,2032-04-06,125,660231,505361,72,61785,,listicle,discount_offer,False,,False,speed,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,#career #automation #template,Creator 6,en
V002654,P0531,TikTok,Synthetic Product Video 531-4,https://example.com/videos/v002654,2032-04-07,13,332845,102619,11129,15301,499199,lifestyle,question,,,,price,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,comparison | tools | discount,Creator 6,en
V002655,P0531,Facebook,Synthetic Product Video 531-5,https://example.com/videos/v002655,2032-04-08,238,327190,14979,3787,3663,247403,unboxing,discount_offer,,True,False,speed,Top 5 tips and best tools for this category.,I got better results after using the template and export options.,"tutorial, setup, tips",Creator 6,unknown
V002656,P0532,Facebook,Synthetic Product Video 532-1,https://example.com/videos/v002656,2032-04-09,115,29100,6246,224,1554,462668,demo,question,,False,False,speed,Quick demo and real example with a current price reminder.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#demo #review #affiliate,Creator 7,unknown
V002657,P0532,Other,Synthetic Product Video 532-2,https://example.com/videos/v002657,2032-04-10,37,97492,,,,140198,lifestyle,result_first,True,True,False,ease of use,Quick demo and real example with a current price reminder.,This comparison explains the alternative and when it is worth it.,#demo #review #affiliate,Creator 7,en
V002658,P0532,Instagram,Synthetic Product Video 532-3,https://example.com/videos/v002658,2032-04-11,61,522428,414169,13180,34889,,review,question,False,,False,durability,Top 5 tips and best tools for this category.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 7,en
V002659,P0532,Instagram,Synthetic Product Video 532-4,https://example.com/videos/v002659,2032-04-12,239,937837,651403,25291,75417,53173,comparison,problem_solution,False,,,durability,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,#career #automation #template,Creator 7,unknown
V002660,P0532,Instagram,Synthetic Product Video 532-5,https://example.com/videos/v002660,2032-04-13,78,728068,160997,21013,26966,228517,demo,surprising_fact,,False,,customer support,Honest review with pros and cons plus a link in bio.,Today I'm showing how it works. Use code TEST for a small discount.,comparison | tools | discount,Creator 7,unknown
V002661,P0533,Other,Synthetic Product Video 533-1,https://example.com/videos/v002661,2032-04-14,205,72754,70586,7,3155,173269,demo,problem_solution,True,,False,automation,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 8,unknown
V002662,P0533,Instagram,Synthetic Product Video 533-2,https://example.com/videos/v002662,2032-04-15,206,815987,,,,417548,demo,result_first,False,True,,customer support,Honest review with pros and cons plus a link in bio.,This comparison explains the alternative and when it is worth it.,#career #automation #template,Creator 8,en
V002663,P0533,Instagram,Synthetic Product Video 533-3,https://example.com/videos/v002663,2032-04-16,233,277109,9076,5241,1840,,unboxing,question,False,True,,customer support,Step by step tutorial showing the setup and main benefits.,Struggling with setup? Here is how to fix it in a simple walkthrough.,"tutorial, setup, tips",Creator 8,en
V002664,P0533,YouTube,Synthetic Product Video 533-4,https://example.com/videos/v002664,2032-04-17,118,898891,402139,35286,45117,303968,demo,discount_offer,True,False,False,automation,Step by step tutorial showing the setup and main benefits.,Today I'm showing how it works. Use code TEST for a small discount.,#demo #review #affiliate,Creator 8,en
V002665,P0533,Facebook,Synthetic Product Video 533-5,https://example.com/videos/v002665,2032-04-18,170,541181,231377,2063,29539,130613,demo,problem_solution,True,,True,portability,Step by step tutorial showing the setup and main benefits.,This comparison explains the alternative and when it is worth it.,comparison | tools | discount,Creator 8,unknown
